"ID" "Species" "TL" "OCD.OH" "FF" "round" "ellip" "AR" "circ" "logOA"
"191" "K66" "A.inodorus" 55.2 0.392655469 0.736818254153721 0.513910102632223 0.305533166348224 1.87990715047287 17.0549121761273 4.90153104012783
"192" "K68" "A.inodorus" 53 0.376708432 0.799336693896237 0.525882600005075 0.311766024887585 1.90598847531949 15.7209980604124 4.89302435413056
"193" "K69" "A.inodorus" 53 0.340746038 0.806097489994405 0.540247888393332 0.295968513833881 1.8407820378762 15.5891449487659 4.87362413983197
"194" "K7" "A.coronus" 48.5 0.278153108 0.828270664433583 0.568627876147533 0.29608929869976 1.84126949101025 15.1718165980836 4.81054283890245
"195" "K70" "A.inodorus" 52 0.400665328 0.803881123963544 0.54962303325967 0.284530575188367 1.79536753164058 15.6321254968652 4.90351248948199
"196" "K71" "A.inodorus" 47 0.397950427 0.828942070326983 0.586331046445828 0.265027240172187 1.72118928661867 15.159528107196 4.71879978851497
"197" "K72" "A.inodorus" 47 0.411319489 0.798791387567776 0.536854169741832 0.278980747132993 1.77385103386262 15.7317302238602 4.70923082046632
"198" "K73" "A.inodorus" 52.5 0.391462738 0.800804100922037 0.540616342241894 0.272903312761704 1.75066581254348 15.6921906367492 4.77631134272052
"199" "K74" "A.inodorus" 48.5 0.321951225 0.804147900121718 0.57159844228869 0.254762339139966 1.68370763454429 15.6269395374372 4.77575634997002
"200" "K75" "A.inodorus" 62 0.334615058 0.787120910579315 0.538860482213057 0.272594437871456 1.74949780992542 15.9649812950725 5.00816109779539
"201" "K76" "A.inodorus" 43.5 0.498814621 0.77902699671321 0.500388722804316 0.322532638376497 1.9521717403583 16.1308538309685 4.54179454108778
"202" "K77" "A.inodorus" 43.5 0.441151287 0.797670356102028 0.510235829460934 0.328080602018584 1.97654749365536 15.7538393124789 4.67595036116247
"203" "K8" "A.inodorus" 44 0.369036181 0.798837046277372 0.557361563975574 0.287868674295537 1.80847075224719 15.7308310536163 4.77406783731438
"204" "K80" "A.coronus" 51 0.301317956 0.798148836884016 0.539655967815594 0.303345639471771 1.87086410897296 15.7443950722505 4.69801971177402
"205" "K81" "Hybrid" 68 0.381438927 0.751569470126067 0.549600292672608 0.265553442345305 1.72313891208993 16.7201717390826 5.17154190173475
"206" "K82" "A.inodorus" 60 0.352758796 0.739096349495235 0.51314237762625 0.272202521703744 1.74801721583581 17.002344312675 5.13545668336501
"207" "K83" "A.inodorus" 37.9 0.496007028 0.795097872432361 0.508326718516623 0.315555774524346 1.92207885691504 15.8048097599811 4.57443220624795
"208" "K84" "A.inodorus" 56.7 0.374214377 0.749635808525415 0.541241345937255 0.269575295614639 1.73813301767081 16.7633008875044 4.96282416012033
"209" "K88" "A.inodorus" 55 0.336599699 0.80099218890493 0.547194742180945 0.287290999776646 1.8061943926248 15.6885058161918 4.96019957294028
"210" "K89" "A.coronus" 53.4 0.24839807 0.853808364930288 0.623279461360234 0.267087459838749 1.72883855904549 14.7180223695574 4.84743993351761
"211" "K9" "A.inodorus" 48.5 0.458173467 0.784111659449066 0.519134226611175 0.296961073407447 1.84479269120059 16.0262514438168 4.91231936327822
"212" "K90" "A.inodorus" 53 0.407120478 0.780670617719807 0.526032939923041 0.286185212480064 1.80184725080964 16.0968919914819 4.96421181202407
"213" "K92" "Hybrid" 60.1 0.435309026 0.768519177944304 0.523030585081156 0.30275015596691 1.86841225869831 16.3514079739333 5.07446365375385
"214" "K93" "A.inodorus" 49.7 0.434356077 0.782481837491452 0.520378559820376 0.308825682808977 1.89362603652307 16.0596323291612 4.83814789348666
"215" "K95" "A.inodorus" 34.2 0.406947543 0.83751594006374 0.548412779509253 0.294756402997905 1.83589955088108 15.0043360528789 4.33509619379035
"216" "K96" "A.inodorus" 55 0.392998458 0.788444542565114 0.534503393046877 0.270115400227834 1.74015919862441 15.9381794608863 4.96353914217752
"217" "K97" "A.inodorus" 50.9 0.381136505 0.797294178424994 0.535059337432909 0.287035391187913 1.80518832951936 15.7612722560991 4.86182842044733
